ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
116,Lebanon,LB,LBN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.018,0.84,0.784,-0.707,-0.076,0.674,-0.95,-0.093,0.221,0.381,-0.308,-0.669,-0.551,-0.253,-0.283,-0.711,0.056,-0.008,0.667,-0.254,-0.014,-0.528,-0.987,-0.118,-0.045,0.204,-0.271,-0.015,0.093,0.029,0.393,-1.03,-0.446,1.05,0.055,0.401,-0.098,0.999,1.081,0.531,1.131,0.819,0.632,0.649,0.295,0.72,0.71,0.983,0.826,2.318,0.625,0.999,1.221,1.021,1.381,1.67,1.05,2.178,1.426,1.639,2.053,1.292,1.966,2.438
117,"Lesotho, Kingdom of",LS,LSO,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.362,0.267,0.019,-0.004,-0.083,0.235,-0.107,-0.367,0.503,0.471,-0.03,-0.099,0.123,-0.11,-0.151,-0.43,0.289,0.138,0.341,0.214,-0.239,0.317,1.002,0.345,0.804,0.51,0.596,0.464,-0.014,0.327,0.482,0.946,0.995,0.065,0.698,-0.244,0.22,0.935,1.198,0.304,0.522,0.632,1.131,1.262,1.419,0.794,1.043,1.168,0.783,1.301,0.747,1.216,1.227,1.313,1.77,2.161,1.445,1.309,2.019,1.299,1.37,1.688,1.493,1.81
118,Liberia,LR,LBR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.117,-0.11,0.118,-0.164,-0.259,0.053,-0.143,-0.071,0.16,0.316,-0.121,0.031,0.508,0.019,-0.113,-0.193,0.281,0.213,0.493,0.364,0.102,0.184,0.443,0.319,0.227,0.116,0.886,0.77,0.311,0.541,0.519,0.233,0.487,0.453,0.541,0.485,0.935,1.283,0.768,0.486,0.503,0.856,0.955,0.923,1.028,1.041,0.964,1.112,1.34,1.349,1.022,0.797,0.901,0.86,1.273,1.454,1.474,1.23,1.29,1.446,1.363,1.316,1.364,1.633
119,Libya,LY,LBY,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.433,0.224,0.271,-0.064,-0.076,0.298,-0.541,0.003,0.806,-0.213,-0.185,0.168,-0.083,-0.087,-0.497,-0.573,0.269,-0.272,0.179,-0.076,-0.024,0.116,-0.292,-0.083,0.039,0.195,-0.079,0.909,-0.042,0.49,0.192,-0.462,0.286,0.488,0.384,0.589,0.474,0.734,1.226,0.302,1.269,0.897,0.975,0.752,0.725,0.826,0.766,0.789,0.668,1.966,0.821,0.795,1.201,1.264,0.699,1.631,0.332,1.764,0.987,1.152,1.94,0.597,1.532,2.544
120,Liechtenstein,LI,LIE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",1.056,-0.487,-0.778,0.064,-0.837,0.413,0.552,0.018,-0.012,-0.553,-0.083,0.068,-0.033,0.168,0.677,0.292,0.269,-0.345,-0.08,-0.155,0.051,0.553,0.953,-0.359,-0.324,0.388,-0.044,0.943,1.103,1.324,0.192,1.095,0.643,1.937,0.918,-0.016,0.958,1.222,0.987,1.466,1.452,1.397,1.688,0.908,0.668,0.964,1.946,1.408,1.423,0.507,1.676,1.638,0.954,2.273,2.086,2.074,1.838,2.314,2.13,2.415,1.295,2.679,2.707,3.18
121,Lithuania,LT,LTU,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.301,0.951,1.52,-0.514,0.53,0.744,1.489,2.032,1.804,1.915,0.18,0.883,1.209,0.926,2.199,2.221,1.393,0.743,0.942,1.359,0.95,2.224,2.09,1.937,1.534,2.419,2.612,3.418,1.764,1.941,2.468,3.307
122,Luxembourg,LU,LUX,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.663,1.447,1.404,1.703,1.023,1.142,1.375,1.96,1.294,1.195,0.333,1.35,1.276,0.586,2.488,1.538,1.892,1.66,2.476,2.164,2.636,1.161,2.92,2.596,2.76
123,"Madagascar, Rep. of",MG,MDG,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.57,-0.069,-0.267,-0.352,-0.551,-0.004,0.33,-0.421,0.403,0.247,-0.243,-0.076,0.167,-0.289,-0.237,0.023,0.336,0.476,0.225,0.278,0.062,0.237,0.396,-0.168,0.042,-0.114,0.452,0.519,-0.017,0.038,0.345,0.341,0.099,0.241,0.254,0.066,0.569,0.699,0.267,0.372,0.503,0.437,0.488,0.264,0.425,0.596,0.496,0.322,0.667,0.92,0.832,0.641,0.538,0.589,0.942,0.895,1.2,0.937,1.359,1.033,1.121,0.796,1.237,1.208
124,Malawi,MW,MWI,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.351,-0.132,-0.382,-0.27,-0.513,0.167,0.086,-0.263,0.287,0.164,-0.232,0.05,0.312,-0.292,-0.123,-0.068,0.514,0.276,0.107,0.246,-0.179,-0.045,0.787,0.211,-0.046,0.168,0.596,0.766,0.239,0.75,0.302,0.848,0.177,0.295,0.803,0.497,0.695,1.188,0.244,0.951,0.818,0.948,1.214,0.853,1.452,1.121,1.062,0.467,0.757,1.21,0.98,0.998,0.853,1.142,1.316,1.409,1.276,1.141,1.258,1.456,1.117,1.262,1.466,1.881
125,Malaysia,MY,MYS,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.019,-0.071,-0.12,0.052,-0.241,0.133,-0.14,-0.104,0.235,0.115,-0.242,0.042,0.268,-0.217,-0.02,-0.218,0.071,0.171,0.264,0.137,0.097,0.064,0.493,-0.158,0.044,0.055,0.376,0.33,0.002,0.393,0.335,0.267,0.104,0.25,0.371,0.302,0.525,1.129,0.329,0.282,0.441,0.593,0.665,0.597,0.773,0.515,0.552,0.418,0.673,0.908,0.545,0.704,0.931,0.944,1.131,1.558,1.093,1.128,1.415,1.358,1.177,1.092,1.221,1.612
126,Maldives,MV,MDV,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,-0.038,,,,0.424,-0.041,-0.149,0.316,,,0.074,0.432,-0.283,-0.494,-0.165,-0.041,-0.179,0.074,0.174,0.071,0.255,0.405,0.076,0.044,0.188,0.523,0.662,-0.087,0.387,0.427,0.033,0.179,0.379,0.67,0.35,0.456,0.947,0.298,0.259,0.544,0.703,0.604,0.474,0.899,0.442,0.489,0.288,0.635,0.785,0.639,0.628,0.694,0.774,0.907,0.946,0.807,0.751,1.057,1.035,0.963,0.66,0.89,1.155
127,Mali,ML,MLI,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.281,-0.147,0.209,-0.142,-0.315,-0.005,-0.132,-0.288,0.668,0.379,-0.006,0.279,0.511,-0.438,-0.472,-0.375,0.367,0.371,0.659,0.972,0.391,0.276,0.84,0.591,0.518,0.305,1.078,0.785,0.113,0.919,0.718,0.214,1.043,0.223,0.6,1.194,0.903,1.226,0.364,0.653,0.587,1.249,1.256,1.216,1.373,1.083,0.913,0.527,0.961,1.655,1.227,0.421,0.99,0.853,1.097,1.18,1.429,1.099,1.107,1.091,1.762,0.954,1.645,1.707
128,Malta,MT,MLT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.537,0.377,-0.174,0.276,-0.204,0.174,0.16,0.008,-0.079,-0.092,-0.222,-0.235,0.057,-0.191,-0.324,-0.641,0.374,-0.527,0.117,-0.411,-0.269,0.692,0.107,-0.191,0.51,0.478,0.6,1.257,0.272,1.299,0.215,0.343,0.698,1.487,0.536,0.65,1.129,0.954,1.382,1.166,1.775,1.053,1.534,0.834,0.809,1.078,1.454,1.331,1.131,1.347,1.028,1.524,1.499,1.62,1.618,1.857,1.332,1.555,1.405,1.712,2.199,2.079,2.417,2.975
129,"Marshall Islands, Rep. of the",MH,MHL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024,0.05,-0.129,0.041,-0.166,-0.058,0.027,0.008,-0.269,-0.155,0.169,0.329,0.295,0.439,0.432,0.363,0.368,0.12,0.323,0.493,0.304,0.687,0.692,0.712,0.625,0.997,0.849,0.634,0.843,0.953,0.665,0.287,0.74,1.025
130,Martinique,MQ,MTQ,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.062,0.007,0.235,0.09,-0.337,0.169,-0.09,-0.197,0.384,0.236,-0.219,-0.089,0.267,-0.253,-0.325,-0.339,0.216,0.321,0.255,0.714,0.607,0.249,0.644,0.091,0.046,0.129,0.729,0.473,0.087,0.55,0.627,0.56,0.673,0.657,0.807,0.561,0.7,1.273,0.678,0.51,0.81,0.78,0.906,0.611,0.995,0.801,0.954,0.401,0.609,1.366,0.688,0.755,0.825,0.756,1.078,1.281,1.014,0.86,1.047,1.273,1.019,0.901,1.173,1.668
131,"Mauritania, Islamic Rep. of",MR,MRT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.005,0.173,0.137,0.086,-0.506,0.133,-0.222,-0.468,0.582,0.671,-0.351,-0.089,0.463,-0.714,-0.346,-0.609,0.591,0.483,0.877,0.784,0.754,0.417,1.448,0.423,0.428,0.136,1.386,0.737,0.544,1.284,0.652,0.629,0.755,0.483,1.022,1.409,1.141,1.579,0.356,1.004,1.168,1.179,1.216,1.353,1.204,1.306,0.893,1.172,0.764,1.846,1.494,0.829,1.416,1.301,1.383,1.67,2.014,1.01,1.384,1.843,1.782,1.643,2.025,2.187
132,Mauritius,MU,MUS,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.453,-0.016,-0.067,-0.165,-0.109,0.079,0.217,-0.183,0.32,0.363,-0.353,0.048,-0.135,-0.768,-0.202,-0.043,0.385,0.118,0.143,0.184,0.053,0.222,0.05,-0.539,-0.366,-0.137,0.34,0.147,-0.232,-0.076,0.197,-0.138,-0.115,0.265,0.145,-0.127,0.417,0.659,0.114,0.027,0.294,0.197,0.485,0.062,0.226,0.089,0.214,-0.185,0.425,0.706,0.414,0.304,0.428,0.516,0.822,0.727,0.932,0.643,1.078,0.878,0.768,0.401,1.295,1.391
133,Mayotte,YT,MYT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.442,0.026,-0.16,-0.141,-0.499,0.112,0.182,-0.455,0.15,0.166,-0.761,-0.194,0.207,-0.48,-0.06,,,0.252,0.181,0.31,0.175,0.497,0.261,-0.501,-0.195,-0.01,0.379,0.365,-0.279,0.101,0.244,0.116,0.233,0.533,0.358,-0.004,0.442,1.03,0.52,0.291,0.451,0.897,0.573,0.468,0.605,0.388,0.836,0.415,0.601,0.841,0.587,0.512,0.612,0.829,1.055,0.959,1.237,0.994,1.554,1.304,0.893,0.739,1.413,1.759
134,Mexico,MX,MEX,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.148,0.183,0.215,-0.304,-0.081,-0.254,-0.117,-0.433,0.173,-0.304,-0.062,0.309,-0.158,-0.075,-0.312,-0.469,0.027,0.197,-0.043,0.4,0.176,0.576,0.011,-0.115,0.084,0.269,-0.153,0.141,0.446,0.229,0.227,0.046,0.292,0.67,0.768,0.513,0.439,0.669,0.583,0.555,0.483,0.674,0.832,0.354,0.783,0.911,0.484,0.547,1.043,0.296,1.017,0.909,0.761,0.872,1.096,1.316,1.576,1.188,1.318,1.663,1.113,1.2,1.756,1.873
135,"Micronesia, Federated States of",FM,FSM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,0.214,-0.1,0.099,0.341,0.206,0.102,0.217,0.139,0.316,0.322,0.301,0.347,0.46,0.4,0.448,0.365,0.209,0.412,0.6,0.466,0.76,0.822,0.651,0.689,1.081,1.079,1.015,1.11,1.082,0.784,0.737,1.053,1.231
136,"Moldova, Rep. of",MD,MDA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478,-0.659,1.648,0.626,-0.66,-0.432,0.81,0.923,1.492,1.709,1.451,-0.185,0.721,0.86,0.294,2.376,1.542,1.771,1.292,0.425,2.003,1.26,1.349,1.942,2.028,1.348,2.012,2.32,3.083,1.283,2.126,3.014,3.316
137,Monaco,MC,MCO,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.779,-0.007,-0.59,0.433,-0.446,0.225,0.442,0.005,-0.243,-0.045,-0.039,-0.159,0.237,-0.11,0.165,0.007,-0.043,-0.406,-0.015,-0.348,-0.073,0.539,0.472,-0.623,-0.121,0.419,0.185,0.749,0.932,1.308,0.144,0.703,0.548,1.393,0.772,0.295,1.381,0.998,1.005,1.19,1.475,0.994,1.722,0.92,0.842,1.213,1.676,1.135,1.519,0.512,1.434,1.459,0.802,1.909,1.992,1.831,2.038,2.018,2.027,2.314,1.595,2.832,2.481,2.499
138,Mongolia,MN,MNG,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.148,-0.125,1.19,-0.179,0.855,0.371,-0.446,-0.789,-0.841,-0.28,-0.032,0.242,0.697,0.203,0.501,-0.188,0.085,0.925,0.966,0.5,0.234,1.159,0.626,-0.329,-0.423,0.389,0.195,0.643,1.34,1.534,1.086,0.819,0.458,1.328,1.263,0.399,1.937,2.118,1.765,0.981,1.681,1.779,0.504,1.764,0.92,1.223,2.731,1.767,1.407,0.317,0.774,0.238,1.03,1.894,2.159,1.422,2.531,2.245,1.881,2.402,2.019,2.223,2.196,2.624
139,Montenegro,ME,MNE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484,1.706,1.274,1.241,1.209,1.019,1.681,1.483,1.585,1.776,1.55,1.333,2.293,1.892,1.761,1.686,1.966,2.505,3.387
140,Montserrat,MS,MSR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.013,-0.025,0.228,0.093,-0.378,0.216,-0.087,-0.196,0.359,0.225,-0.199,-0.092,0.334,-0.22,-0.255,-0.294,0.284,0.339,0.313,0.739,0.674,0.265,0.715,0.113,0.086,0.149,0.745,0.464,0.025,0.569,0.648,0.591,0.701,0.686,0.858,0.562,0.754,1.256,0.663,0.489,,0.697,0.895,0.559,0.929,0.752,0.987,0.395,0.61,1.377,0.654,0.751,0.762,0.763,1.041,1.203,0.959,0.846,0.937,1.236,0.936,0.845,1.173,1.668
141,Morocco,MA,MAR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.636,0.555,0.182,0.487,-0.278,0.451,-0.023,-0.166,-0.035,0.053,-0.864,-1.35,0.032,-0.478,-0.257,-0.858,0.044,0.331,0.466,0.55,0.449,0.435,0.73,0.222,0.819,0.219,1.039,0.957,0.671,1.406,0.137,0.205,0.227,1.079,1.236,0.99,1.318,1.587,1.021,0.945,1.786,1.174,1.667,1.115,1.264,1.466,1.005,1.149,1.234,2.09,1.771,1.365,1.306,1.674,1.228,1.893,2.167,0.641,1.522,2.129,1.804,2.273,2.551,2.655
142,"Mozambique, Rep. of",MZ,MOZ,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.432,0.076,-0.403,-0.168,-0.562,0.16,0.129,-0.348,0.313,0.243,-0.113,-0.207,0.244,-0.303,-0.167,-0.144,0.468,0.36,0.114,0.088,-0.198,-0.028,0.857,0.225,0.027,0.148,0.67,0.662,0.183,0.491,0.268,0.833,0.402,0.209,0.63,0.209,0.351,1.087,0.422,0.593,0.657,0.76,0.811,0.618,1.164,0.702,0.821,0.405,0.577,1.106,0.786,0.841,0.574,0.763,1.101,1.337,0.942,0.866,1.25,1.081,0.84,1.002,1.248,1.499
143,Myanmar,MM,MMR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.023,-0.115,-0.17,0.027,-0.317,0.391,-0.047,-0.164,0.199,-0.033,-0.407,-0.011,0.253,-0.264,0.118,-0.392,-0.076,0.069,0.494,0.267,0.26,0.037,0.141,0.091,0.191,0.107,0.56,0.435,0.327,0.201,0.525,0.073,0.101,0.456,0.574,0.36,0.189,1.141,0.834,0.161,0.613,0.637,0.641,0.576,0.906,0.765,0.442,0.452,0.882,1.182,0.486,0.893,0.958,0.861,1.127,1.351,1.252,0.965,1.628,1.593,1.642,1.349,1.745,1.959
144,Namibia,NA,NAM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.162,-0.078,0.074,-0.079,-0.083,0.113,-0.138,-0.16,0.221,0.482,-0.104,0.087,0.619,-0.73,-0.007,-0.567,0.147,-0.112,0.385,0.222,0.047,0.372,0.685,0.77,0.503,0.281,0.987,0.342,-0.397,0.615,0.076,0.552,0.61,0.224,0.945,0.153,0.039,1.272,0.836,-0.064,0.388,0.892,1.23,0.994,0.785,-0.09,1.026,0.666,0.517,1.219,-0.473,-0.104,0.747,0.374,1.038,1.322,0.563,0.988,1.994,0.384,0.027,0.074,0.612,1.133
145,"Nauru, Rep. of",NR,NRU,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.237,,,,,-0.339,,,,,-0.091,-0.407,0.439,0.342,0.226,-0.289,-0.553,0.169,0.037,-0.165,-0.04,-0.412,,-0.251,-0.183,,,,-0.035,-0.414,-0.24,-0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
